renter_id,age,household_size,income,credit_score,budget_min,budget_max,desired_beds,desired_baths,desired_sqft_min,has_cats,has_dogs,is_smoker,needs_wheelchair,has_ev,wants_furnished,pref_lat,pref_lon,max_distance_km,laundry_pref,parking_pref,move_urgency,type_pref_apartment,type_pref_house,type_pref_condo,type_pref_townhouse,type_pref_duplex,type_pref_loft,type_pref_cottage_cabin,type_pref_manufactured,type_pref_flat,type_pref_in-law,type_pref_assisted_living,type_pref_land
3110,46,3,75665.0,562.0,1229.0,2282.0,2.0,1.0,850.0,1,0,0,0,1,0,35.3761,-111.6082,63.9,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0
3111,57,5,111294.0,631.0,2021.0,3754.0,5.0,3.5,1893.0,1,0,0,0,0,0,48.0882,-101.2243,16.2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1
3112,21,3,48330.0,559.0,802.0,1489.0,4.0,2.0,1265.0,1,0,0,1,0,0,32.552,-117.0832,64.4,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0
3113,66,2,86388.0,599.0,1625.0,3018.0,1.0,1.5,818.0,0,0,1,0,0,0,30.6234,-92.4733,8.7,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3114,36,1,43863.0,512.0,729.0,1355.0,1.0,1.0,965.0,0,0,0,0,0,0,39.3877,-77.3813,25.2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3115,43,1,58423.0,606.0,1006.0,1868.0,2.0,1.5,1389.0,0,0,0,0,0,0,31.4405,-81.7213,20.0,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0
3116,50,1,67313.0,591.0,1094.0,2031.0,1.0,1.0,790.0,0,0,0,0,0,0,32.309,-86.1604,48.0,2,6,2,0,0,0,0,0,0,0,0,1,0,0,1
3117,51,1,85120.0,620.0,1685.0,3129.0,2.0,1.5,1262.0,1,0,0,0,0,1,30.5298,-90.7284,22.8,4,2,1,1,0,0,0,0,1,0,0,0,1,0,0
3118,19,2,56219.0,544.0,1156.0,2148.0,1.0,1.0,885.0,0,1,0,0,0,0,36.2772,-80.1044,62.2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0
3119,63,3,83641.0,628.0,1614.0,2997.0,3.0,2.0,807.0,1,1,1,0,0,0,35.2457,-118.8868,31.1,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0
3120,50,3,90120.0,609.0,2101.0,3902.0,4.0,2.0,1352.0,0,0,0,0,0,0,35.7188,-82.2155,42.2,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0
3121,69,2,87398.0,620.0,1600.0,2972.0,2.0,1.5,971.0,0,0,0,0,0,0,25.9624,-80.1062,38.8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3122,42,2,70666.0,602.0,1144.0,2125.0,3.0,2.5,1464.0,0,0,0,0,0,0,41.9934,-70.7719,47.3,1,5,0,1,1,0,0,0,0,0,0,0,1,0,0
3123,49,1,51897.0,570.0,1131.0,2101.0,2.0,1.0,801.0,1,0,0,0,0,1,38.5506,-121.5338,59.9,0,6,1,0,0,0,0,0,1,1,0,0,0,0,0
3124,40,2,72285.0,570.0,1341.0,2491.0,3.0,2.5,1035.0,0,0,0,0,0,0,27.4012,-82.5142,73.8,4,7,1,0,0,0,0,1,0,0,1,1,0,0,0
3125,64,2,72419.0,479.0,1297.0,2409.0,3.0,2.5,920.0,0,0,1,0,0,0,37.1118,-86.5393,13.4,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0
3126,61,2,68056.0,597.0,1313.0,2438.0,1.0,1.0,1019.0,0,0,0,0,0,1,47.6521,-117.3937,14.4,5,2,2,1,0,0,0,0,0,0,1,0,0,1,0
3127,65,1,55577.0,560.0,876.0,1627.0,1.0,1.0,846.0,0,1,0,0,0,0,27.8954,-82.0067,28.2,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0
3128,44,5,99385.0,655.0,2243.0,4165.0,4.0,2.0,1382.0,0,0,0,0,0,0,38.5539,-121.3321,12.1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3129,59,2,79681.0,599.0,1735.0,3223.0,1.0,1.5,956.0,0,0,0,0,0,0,32.2825,-110.797,7.4,2,7,1,0,0,0,0,0,0,0,0,0,0,0,1
3130,36,2,47413.0,602.0,1077.0,1999.0,2.0,1.0,559.0,1,0,0,0,0,0,61.031,-150.0739,44.5,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
3131,41,1,44527.0,568.0,834.0,1550.0,2.0,1.0,528.0,0,0,0,0,0,0,36.0434,-80.1211,66.8,0,7,2,1,0,0,0,0,0,0,0,0,1,0,0
3132,57,1,87699.0,584.0,1533.0,2848.0,0.0,1.0,930.0,0,0,0,0,0,0,35.12,-106.855,59.0,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0
3133,22,2,59279.0,546.0,937.0,1741.0,3.0,2.5,1014.0,1,0,0,0,0,0,36.1227,-115.0231,24.5,3,6,2,1,1,0,0,0,0,1,0,0,0,0,0
3134,54,5,97740.0,609.0,1994.0,3703.0,4.0,2.0,1427.0,0,0,1,0,0,0,36.2531,-115.1049,24.1,4,3,1,1,0,0,1,0,0,0,1,0,0,0,0
3135,18,1,46675.0,566.0,777.0,1443.0,0.0,1.0,710.0,0,0,0,0,0,0,35.0885,-106.5467,54.4,2,6,1,0,0,0,1,0,0,0,0,1,0,0,0
3136,48,2,64722.0,613.0,1116.0,2072.0,1.0,1.0,1213.0,0,0,0,0,0,0,43.009,-77.4443,29.8,4,6,1,0,0,1,0,0,0,0,0,1,1,0,0
3137,42,5,83666.0,668.0,1231.0,2286.0,4.0,2.5,1278.0,1,0,0,0,0,0,39.1688,-95.6289,53.8,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0
3138,42,2,65921.0,608.0,1516.0,2816.0,1.0,1.5,1018.0,0,0,0,0,0,0,34.5521,-77.678,40.6,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0
3139,43,2,79488.0,590.0,1746.0,3242.0,3.0,2.5,1162.0,0,1,0,0,0,0,42.3546,-72.26,79.9,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3140,43,3,52626.0,632.0,1097.0,2037.0,4.0,2.0,1344.0,1,1,0,0,0,1,37.0148,-119.8687,8.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3141,39,2,49232.0,577.0,1044.0,1939.0,3.0,2.5,1075.0,0,1,0,0,0,0,35.295,-80.7862,45.6,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0
3142,41,5,63793.0,496.0,1394.0,2590.0,4.0,2.5,1325.0,1,0,0,0,0,0,42.8052,-78.8315,28.0,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3143,47,1,72837.0,600.0,1203.0,2234.0,0.0,1.0,612.0,0,0,0,0,0,0,35.2334,-78.9816,9.2,3,5,0,1,0,0,0,1,0,0,1,0,0,0,0
3144,57,3,79098.0,638.0,1477.0,2743.0,3.0,2.0,940.0,0,1,0,0,0,1,31.555,-84.2591,24.2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3145,46,1,50803.0,529.0,936.0,1738.0,1.0,1.0,759.0,0,0,0,0,0,0,37.0309,-86.1654,22.9,5,7,2,0,0,0,0,0,0,0,0,0,0,0,1
3146,51,4,84785.0,568.0,1269.0,2356.0,4.0,2.0,1237.0,0,1,0,0,0,0,39.3453,-77.622,79.3,1,6,1,1,1,0,0,0,0,0,0,0,1,0,0
3147,61,4,78089.0,554.0,1558.0,2893.0,3.0,2.0,1254.0,1,0,0,0,0,0,42.8569,-85.7807,68.1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0
3148,69,4,64988.0,560.0,1022.0,1897.0,4.0,2.0,1050.0,0,0,0,0,0,0,39.227,-76.5377,28.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3149,23,4,79593.0,607.0,1559.0,2895.0,5.0,3.0,1164.0,0,0,0,0,0,0,42.5199,-83.1402,39.8,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
3150,55,3,78378.0,573.0,1656.0,3076.0,4.0,2.0,1411.0,0,0,0,0,0,0,37.7968,-121.2431,58.7,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0
3151,29,1,63601.0,586.0,984.0,1827.0,2.0,1.5,983.0,1,0,0,0,0,0,33.4242,-111.9318,55.3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3152,28,1,30015.0,499.0,483.0,898.0,1.0,1.0,1168.0,0,1,0,0,0,0,35.9972,-82.6032,11.2,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0
3153,59,2,79577.0,626.0,1767.0,3281.0,1.0,1.5,568.0,1,1,0,0,0,0,41.6844,-81.6133,10.1,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0
3154,21,2,27429.0,588.0,574.0,1067.0,3.0,2.5,1056.0,0,0,0,1,0,0,28.6892,-81.5664,11.5,0,6,2,0,1,0,0,1,0,0,0,0,0,0,1
3155,62,2,105666.0,607.0,2265.0,4207.0,3.0,2.0,1450.0,1,0,0,0,0,0,31.3599,-84.2029,37.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3156,58,3,54866.0,638.0,875.0,1624.0,4.0,2.5,958.0,0,0,0,0,0,0,31.7081,-83.9391,55.6,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0
3157,69,3,107325.0,597.0,2209.0,4102.0,3.0,2.0,1254.0,0,1,0,0,0,0,29.0225,-81.3545,30.6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3158,52,5,95848.0,657.0,1513.0,2810.0,4.0,2.0,1311.0,1,1,0,0,0,1,32.365,-110.772,61.4,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0
3159,63,2,70344.0,585.0,1282.0,2381.0,2.0,1.0,1158.0,0,1,1,0,0,1,37.2844,-119.533,44.3,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1
3160,24,3,63577.0,557.0,950.0,1765.0,4.0,2.5,1466.0,0,1,0,0,0,0,35.7108,-105.7259,79.6,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
3161,64,3,66642.0,530.0,1163.0,2159.0,4.0,2.5,1100.0,0,1,0,0,0,0,38.754,-121.2323,18.6,5,2,1,0,0,0,1,1,0,0,0,0,0,0,1
3162,26,5,81728.0,611.0,1884.0,3499.0,5.0,3.0,1746.0,0,1,0,0,1,1,42.8764,-77.4722,15.4,2,5,1,0,1,0,0,1,0,0,0,0,0,0,0
3163,34,3,77500.0,603.0,1602.0,2975.0,4.0,2.0,1328.0,1,0,0,0,0,0,35.3278,-78.9063,71.2,3,5,1,1,0,0,1,0,0,0,0,0,0,0,1
3164,24,1,44343.0,535.0,661.0,1228.0,2.0,1.5,1054.0,1,1,0,0,0,1,43.0889,-76.4513,29.4,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0
3165,38,1,58401.0,613.0,1244.0,2310.0,1.0,1.0,943.0,0,0,0,0,0,0,30.4934,-88.8849,74.8,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0
3166,56,5,130470.0,690.0,2347.0,4358.0,4.0,2.5,1437.0,0,0,0,0,0,0,37.7651,-97.1137,76.8,4,1,2,0,0,0,0,0,1,1,0,0,0,0,0
3167,31,3,71442.0,677.0,1224.0,2273.0,4.0,2.0,1059.0,0,1,0,0,0,0,44.8879,-93.1226,12.9,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
3168,60,4,75634.0,655.0,1230.0,2284.0,3.0,2.0,1211.0,0,0,0,0,0,0,41.7495,-91.6111,19.8,5,4,1,0,1,0,0,0,1,0,0,0,0,0,1
3169,49,3,90776.0,600.0,1658.0,3080.0,2.0,1.0,1068.0,0,0,0,0,0,1,41.8786,-91.5726,30.7,5,5,1,0,0,0,0,0,1,1,0,0,0,0,0
3170,50,3,72596.0,566.0,1223.0,2271.0,4.0,2.0,1165.0,0,0,1,0,0,0,40.8712,-73.6178,53.5,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0
3171,66,3,69715.0,633.0,1577.0,2930.0,2.0,1.0,1089.0,0,0,0,0,0,0,36.1085,-80.1347,42.7,1,5,0,0,1,0,0,0,1,0,0,0,0,0,1
3172,40,5,93465.0,671.0,1936.0,3596.0,4.0,2.5,1331.0,0,1,0,0,0,0,42.216,-83.1891,10.5,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0
3173,35,4,55607.0,508.0,1255.0,2331.0,4.0,2.0,1036.0,0,0,0,0,0,1,39.6227,-74.9514,55.0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
3174,69,2,73424.0,598.0,1093.0,2030.0,3.0,2.0,1241.0,0,0,0,0,0,0,32.5779,-88.6412,12.1,3,4,0,0,0,1,0,0,0,0,1,1,0,0,0
3175,46,1,69885.0,713.0,1045.0,1941.0,1.0,1.5,730.0,0,0,0,0,0,0,35.4406,-106.73,71.8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3176,49,1,87117.0,557.0,1749.0,3248.0,1.0,1.0,1138.0,0,0,1,0,0,0,36.3082,-80.4636,18.9,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
3177,33,2,66147.0,535.0,1321.0,2453.0,2.0,1.0,1017.0,0,0,0,0,0,0,39.8255,-105.079,46.1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0
3178,29,4,41562.0,517.0,867.0,1611.0,4.0,2.5,1090.0,1,0,0,0,0,0,36.4016,-79.9679,51.0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0
3179,26,4,40847.0,559.0,798.0,1482.0,3.0,2.0,1317.0,0,0,0,0,0,1,28.0654,-82.9177,69.1,4,7,0,0,0,0,0,0,0,1,1,0,0,1,0
3180,29,2,77186.0,572.0,1149.0,2135.0,1.0,1.0,631.0,0,0,1,0,0,1,37.5035,-121.104,5.9,5,4,1,0,1,0,0,0,0,0,0,0,1,1,0
3181,28,2,44564.0,575.0,918.0,1705.0,2.0,1.0,1107.0,0,0,0,0,0,0,39.2306,-77.4616,42.2,0,6,2,0,0,0,0,0,0,0,1,0,1,0,0
3182,56,2,52419.0,568.0,1145.0,2126.0,2.0,1.5,854.0,0,0,0,0,0,1,33.2476,-111.9497,38.7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3183,21,4,40450.0,484.0,838.0,1557.0,3.0,2.0,1218.0,1,0,0,0,0,0,44.7973,-93.6224,59.5,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0
3184,50,3,92417.0,629.0,2011.0,3736.0,2.0,1.5,635.0,1,0,0,0,0,0,39.9446,-104.9712,63.8,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1
3185,67,1,66354.0,649.0,1225.0,2275.0,1.0,1.0,508.0,0,0,0,0,1,0,33.2963,-82.0762,23.8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3186,57,2,81500.0,630.0,1263.0,2345.0,1.0,1.5,1083.0,0,0,0,0,0,0,42.5422,-71.9791,53.3,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0
3187,38,2,61604.0,584.0,1382.0,2567.0,2.0,1.0,1192.0,0,0,0,0,0,0,40.9811,-85.1966,64.6,2,6,0,1,1,0,0,0,0,0,1,0,0,0,0
3188,21,2,31994.0,483.0,681.0,1264.0,1.0,1.0,974.0,0,0,0,1,0,0,34.9644,-79.0944,50.6,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3189,61,4,59232.0,651.0,1142.0,2121.0,4.0,2.0,1514.0,0,1,0,0,0,0,40.168,-88.0406,20.2,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0
3190,18,5,43490.0,521.0,688.0,1278.0,5.0,3.0,1356.0,0,1,0,0,0,1,30.895,-88.2059,6.7,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0
3191,53,1,66461.0,524.0,1068.0,1984.0,0.0,1.0,544.0,1,0,0,0,0,0,41.3924,-80.6871,22.2,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0
3192,52,1,50797.0,501.0,827.0,1535.0,1.0,1.0,706.0,0,0,0,1,0,0,31.9902,-90.1941,10.1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
3193,27,2,65402.0,593.0,1042.0,1935.0,3.0,2.5,1060.0,1,1,0,0,0,0,40.2709,-104.622,50.5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3194,56,1,52999.0,529.0,1153.0,2142.0,1.0,1.0,1086.0,0,0,0,0,0,0,30.2109,-81.5508,44.8,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3195,27,2,29990.0,534.0,554.0,1030.0,2.0,1.5,931.0,0,0,0,0,0,0,38.8719,-95.7117,30.2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3196,29,1,48208.0,456.0,826.0,1534.0,1.0,1.0,679.0,0,0,0,0,0,1,36.9898,-86.3009,70.7,5,2,1,0,0,0,0,0,0,0,1,0,0,1,0
3197,60,1,74129.0,590.0,1299.0,2412.0,0.0,1.0,801.0,0,0,0,0,0,1,33.411,-82.0745,38.5,3,6,0,0,0,0,0,0,0,0,1,1,0,0,0
3198,68,4,112759.0,636.0,1909.0,3545.0,3.0,2.0,1032.0,1,1,0,0,0,0,39.6184,-121.6785,32.5,0,6,1,0,1,1,0,0,0,0,1,0,0,0,0
3199,31,1,30458.0,520.0,586.0,1087.0,0.0,1.0,714.0,0,0,0,0,0,1,41.563,-93.8683,18.0,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0
3200,65,4,111635.0,629.0,2064.0,3834.0,4.0,2.0,1493.0,1,1,0,0,0,0,42.8186,-84.5436,65.6,5,6,1,0,0,0,1,0,0,1,0,0,0,0,0
3201,65,2,75291.0,664.0,1690.0,3139.0,2.0,1.5,982.0,0,0,0,0,0,1,42.1849,-83.56,17.3,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3202,58,2,64454.0,507.0,1038.0,1928.0,1.0,1.0,898.0,0,1,0,0,0,1,37.8932,-121.1192,59.9,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0
3203,25,1,53170.0,531.0,1174.0,2180.0,2.0,1.0,1160.0,0,1,1,0,0,0,48.3776,-101.4117,33.8,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0
3204,33,1,67665.0,600.0,1172.0,2177.0,1.0,1.5,1000.0,0,0,0,0,0,1,38.7757,-76.8654,11.8,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0
3205,53,2,50233.0,481.0,1162.0,2158.0,2.0,1.5,861.0,0,0,1,0,0,0,41.7711,-74.2335,76.3,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0
3206,69,4,81367.0,631.0,1678.0,3117.0,3.0,2.0,997.0,1,0,0,0,0,1,36.776,-86.5511,9.1,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0
3207,60,4,79511.0,584.0,1805.0,3351.0,5.0,3.0,1262.0,0,0,0,0,0,0,36.0616,-79.7658,55.5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
3208,39,1,63712.0,552.0,1432.0,2659.0,2.0,1.0,1041.0,1,0,0,0,0,0,41.2641,-72.8901,69.2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
3209,30,1,66520.0,633.0,1254.0,2329.0,2.0,1.5,963.0,0,1,0,0,1,0,34.8672,-77.5881,25.8,4,1,1,0,0,0,1,0,0,0,1,0,1,0,0
3210,67,1,65881.0,541.0,1208.0,2243.0,0.0,1.0,794.0,0,1,1,0,0,0,26.6457,-81.7411,76.9,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1
3211,32,3,58396.0,629.0,941.0,1747.0,4.0,2.0,1038.0,1,1,0,0,0,0,37.9694,-84.3946,69.4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
3212,35,1,58344.0,572.0,1028.0,1909.0,1.0,1.0,708.0,0,0,1,0,0,0,40.1365,-88.2728,7.8,3,1,2,0,0,0,1,0,0,0,0,0,1,0,0
3213,68,1,62186.0,605.0,1072.0,1990.0,2.0,1.0,1188.0,0,0,0,0,0,0,40.822,-82.66,7.8,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0
3214,47,4,49729.0,474.0,877.0,1629.0,4.0,2.0,1252.0,0,1,0,0,0,0,32.396,-116.9373,52.8,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
3215,31,4,76166.0,570.0,1229.0,2283.0,5.0,3.5,1415.0,1,1,1,0,0,1,30.0074,-93.2562,69.5,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0
3216,18,3,63523.0,627.0,1044.0,1938.0,2.0,1.0,743.0,0,1,0,0,0,0,38.6492,-90.3444,26.8,2,5,1,0,0,1,1,0,0,0,0,0,0,0,0
3217,40,1,69884.0,542.0,1514.0,2812.0,0.0,1.0,873.0,1,0,0,0,0,1,34.4358,-89.4564,37.5,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
3218,69,2,57263.0,536.0,1233.0,2290.0,3.0,2.0,1317.0,0,0,1,0,0,1,28.2952,-81.4342,76.6,5,2,1,0,0,0,0,0,0,1,0,1,0,0,0
3219,40,1,64286.0,589.0,1422.0,2641.0,0.0,1.0,764.0,0,0,0,0,0,0,42.186,-72.9079,41.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3220,54,3,103408.0,616.0,1671.0,3103.0,2.0,1.0,769.0,0,1,0,0,0,0,32.3463,-110.825,8.6,4,6,1,0,0,0,0,0,0,0,0,1,0,0,0
3221,31,3,99408.0,726.0,2278.0,4231.0,4.0,2.0,1476.0,0,1,0,0,0,0,42.3183,-83.4033,51.8,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0
3222,58,1,70747.0,636.0,1187.0,2204.0,1.0,1.5,468.0,0,1,1,0,0,0,44.984,-93.1829,47.8,4,4,0,0,0,1,0,1,0,0,0,0,1,0,0
3223,58,4,104457.0,668.0,1701.0,3159.0,3.0,2.5,1141.0,0,1,0,0,1,0,27.1742,-82.2389,33.9,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0
3224,49,2,58563.0,535.0,922.0,1712.0,3.0,2.5,1095.0,0,0,0,0,0,0,35.6865,-82.51,25.2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0
3225,58,3,63884.0,621.0,1008.0,1872.0,3.0,2.0,1424.0,0,0,0,1,0,0,38.0088,-121.355,60.5,5,7,2,0,0,0,0,1,0,0,0,0,0,0,0
3226,48,1,75248.0,591.0,1277.0,2371.0,2.0,1.5,1205.0,1,0,0,0,0,1,35.0122,-80.9653,65.0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0
3227,37,2,33790.0,563.0,783.0,1454.0,1.0,1.5,1293.0,0,0,1,0,0,0,43.0165,-85.5247,47.3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0
3228,56,1,66864.0,558.0,1397.0,2594.0,1.0,1.5,614.0,0,0,0,0,1,0,30.4697,-88.4458,30.5,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0
3229,61,3,101887.0,631.0,1962.0,3643.0,3.0,2.0,1321.0,0,0,0,0,0,0,27.259,-80.4532,12.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3230,61,1,73551.0,560.0,1296.0,2407.0,0.0,1.0,775.0,0,0,0,0,0,0,35.157,-106.5932,22.2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
3231,29,2,63474.0,525.0,1254.0,2328.0,3.0,2.5,1047.0,0,0,0,0,0,1,38.9516,-95.2742,70.5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3232,53,3,79864.0,713.0,1493.0,2773.0,4.0,2.0,1226.0,0,0,0,0,0,0,32.5239,-85.2862,44.4,5,3,1,1,0,0,1,0,1,0,0,0,0,0,0
3233,18,3,42757.0,499.0,958.0,1779.0,4.0,2.0,1597.0,0,1,0,1,0,0,32.214,-90.3541,23.8,1,6,0,0,0,0,0,0,0,0,1,1,0,0,1
3234,47,3,109687.0,647.0,1859.0,3452.0,2.0,1.0,986.0,0,0,0,0,0,0,40.7704,-73.8326,61.4,4,6,0,0,0,0,0,1,0,1,1,0,0,0,0
3235,47,3,95981.0,573.0,1559.0,2895.0,3.0,2.0,949.0,0,1,0,0,0,0,30.4088,-88.3574,38.3,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0
3236,36,3,79304.0,548.0,1348.0,2503.0,2.0,1.0,1232.0,1,1,0,0,0,0,35.862,-115.4962,52.0,5,4,1,0,0,0,1,0,0,0,0,1,0,1,0
3237,69,3,81014.0,591.0,1712.0,3180.0,4.0,2.5,1464.0,0,0,0,0,0,1,27.7691,-80.2755,34.0,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0
3238,63,2,64949.0,633.0,1262.0,2344.0,3.0,2.5,1201.0,0,0,0,0,0,0,41.6056,-81.5736,29.1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0
3239,20,1,53956.0,556.0,1128.0,2095.0,1.0,1.5,620.0,1,1,0,0,0,0,27.8845,-82.7593,9.0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0
3240,28,2,48963.0,661.0,925.0,1718.0,3.0,2.5,728.0,0,1,0,0,0,0,30.0926,-87.6373,23.0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0
3241,28,1,48344.0,598.0,877.0,1629.0,1.0,1.0,1305.0,1,1,0,0,0,0,27.8264,-80.3621,41.0,3,4,1,0,0,0,1,0,0,0,0,0,0,1,1
3242,64,2,81075.0,599.0,1363.0,2531.0,2.0,1.5,942.0,0,0,0,0,0,0,61.5188,-149.8959,70.5,4,6,2,0,0,0,1,0,0,0,0,0,0,0,1
3243,44,2,70239.0,557.0,1520.0,2822.0,1.0,1.0,1260.0,1,0,0,0,0,0,35.1437,-120.7356,28.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3244,55,1,83600.0,612.0,1478.0,2745.0,2.0,1.5,1085.0,0,1,1,0,0,0,29.8643,-89.8914,63.8,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0
3245,60,3,60959.0,525.0,911.0,1692.0,2.0,1.0,1143.0,0,0,0,0,0,0,35.1555,-78.8324,33.0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0
3246,57,3,81602.0,587.0,1403.0,2606.0,3.0,2.0,893.0,0,0,1,0,0,0,33.1546,-117.4549,28.0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1
3247,22,2,76448.0,586.0,1220.0,2265.0,1.0,1.5,1246.0,0,0,0,0,0,0,30.4788,-81.8445,12.3,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0
3248,25,5,82532.0,630.0,1607.0,2984.0,6.0,3.5,1593.0,0,0,0,0,0,0,43.1562,-77.4964,24.5,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0
3249,38,1,53035.0,574.0,1005.0,1867.0,2.0,1.0,1016.0,0,1,0,0,0,0,41.8289,-76.5575,51.3,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0
3250,35,1,62586.0,589.0,1175.0,2183.0,0.0,1.0,866.0,0,0,0,0,0,0,39.4573,-75.2221,21.5,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0
3251,56,1,64427.0,641.0,1081.0,2008.0,0.0,1.0,485.0,1,0,0,0,0,0,37.5988,-97.5276,14.8,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0
3252,26,2,71004.0,530.0,1099.0,2041.0,3.0,2.0,1474.0,0,1,0,0,1,0,34.084,-117.7178,8.6,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3253,37,1,64455.0,629.0,1008.0,1872.0,1.0,1.0,625.0,1,0,1,0,0,0,30.382,-87.5449,59.5,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
